sample_id,source_multiplier,wind_speed_mps,wind_dir_deg,background_mean_counts,response_error,sigma_y_multiplier,sigma_z_multiplier,Q_dot_Bq_s,response_factor,background_sigma_counts,threshold_n_sigma,x_m,y_m,run_name
20,0.8800296049405142,3.6647998998414795,10.181444936624207,7152.926739083318,1.1549826976112834,0.7768608202253668,1.2826151292215717,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
21,3.2848778522514923,1.9023041662050484,9.159258500603611,7090.137920401261,1.028354216544456,0.9265218158409383,1.05869413654562,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
22,1.755391538249556,3.3530976881859664,-6.328059980352444,7176.453521146927,0.9721892380472248,0.7563737202324641,1.1854451313382535,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
23,0.8877188606061917,3.2986048102830523,11.519002775049028,7018.9016589336725,1.0846280227445353,1.1996771774589032,0.7355294533098546,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
24,1.5925730496850026,2.6418160133397715,-1.9141883635993757,7262.020691940195,1.0283532326037057,0.6804675580035872,0.746429068849841,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
25,1.3072689663215669,1.9261391819303666,-6.434935046382634,7293.968277525845,0.9821396889258609,0.8725998153739419,0.802218333433081,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
26,1.524174089438876,2.843305331264052,-5.672897644961365,7350.904081683949,0.9687863064306975,1.0764199463319395,1.2911983221949592,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
27,1.1429581530549582,3.111868627055783,12.582068697488433,7202.993876400244,0.9398744742206927,1.0377491140620512,1.1368445929169744,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
28,1.6291831394692822,4.646887178270871,-5.533151163330587,7200.243288361873,1.0119649358336753,0.9761292715535184,0.47471409855763913,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
29,1.2505519314686018,3.3327505814530296,7.9155988404478785,7140.892028297541,0.9400321653322633,0.9194259817835159,0.6320781099219317,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
30,0.9619957168977415,3.281519449352043,10.379096537306843,7150.173824549701,0.8457613911674812,0.76079305654264,1.1836004496624677,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
31,1.264619449554433,3.9926986198384444,7.4134092515833805,7154.0302803728055,0.9533806562451477,1.0859114066023672,1.0268007151839316,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
32,0.7667973325585353,1.6234989604435817,4.300423547232035,7059.2877415351795,0.9101969151856732,0.9911355206407697,1.1746322066233128,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
33,1.0550008739993226,2.6634998124874514,21.27978712385644,7105.38427954773,0.8343927879464172,0.7035741567927313,1.1998067538662909,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
34,1.263174577779443,3.773156778015494,-11.164797198656862,7157.471871119722,0.9877993198606866,0.9715848813607598,0.7698299153270753,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
35,0.3867522524968007,3.3010640501050115,-1.9109756087195662,7205.665545691515,0.9062994095329457,1.3098170402145428,1.184058539854769,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
36,0.7124997273463209,1.5594905196804891,-1.7667806773740011,7197.366249359402,0.9331833067789057,0.4806507866213206,1.1359902441360699,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
37,0.9980217954626588,3.0241315125722,15.449002325411678,7066.2996198673545,1.112547678765357,0.7838622767893749,1.2955766498663526,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
38,1.481510229110041,3.796717509956327,-17.137805016128155,7052.049365702868,0.9699635792566229,0.9287906623871623,1.195327895385646,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
39,1.8522526256425675,2.259795807270452,-15.695343663066204,7161.701603159597,1.031144120576061,1.650427074360359,0.8118017395619843,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
40,1.5028612411881863,2.497582588252071,7.48948574168581,7321.534407217926,0.9543581157585599,0.9135105895681553,1.350162939677255,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
41,0.6973165877773723,4.485089596844178,8.813840852809372,7165.441449490588,0.9992568307557241,0.8663978867924307,1.0693750838638083,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
42,0.9875436184359266,3.529743831666525,-15.420981020885451,7144.077040248554,0.9538263879976085,1.3869878365477657,0.8987344542343721,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
43,0.4914390336200624,3.200503495423599,-4.977449934209346,7278.326713936494,0.991872864000127,1.2208618412455035,0.7662623598213376,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
44,1.8657490487544977,2.498507199087695,2.0177251181156324,7243.138693743401,1.0854185981944497,1.451832347961165,0.9645657699003782,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
45,1.4494103485267176,2.821674274821502,-2.548859558653576,7298.1515734049735,0.7205819792255007,0.6032905533895123,0.8571535232615393,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
46,0.6243328421253164,2.9845729798247724,-0.032019496027155286,7347.97521262268,0.9768936606615735,0.9537031777801335,0.7492587656307386,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
47,1.0729824443420732,2.6967883336301615,-0.6837297513653117,7019.376894793353,0.941690921320221,0.6201494039241661,1.0370561708912556,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
48,0.6840903341276849,3.7666187247452014,13.498668713096837,7281.448788129959,1.004120039773559,1.4142318735744406,1.6394394060090838,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
49,1.0274426893829096,4.595090348557267,8.835997037588943,7046.4286323632805,1.1751701951901594,1.5020305911314122,1.2230058894854823,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
50,1.8414879009196956,4.010916855534262,0.7163079158860908,7501.58620426212,0.9854154015507833,0.8429853480903817,0.8014121888232564,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
51,0.515865495539033,2.5961215899698624,3.005693778004251,7029.629288453636,0.9817334751305766,1.5691429481044405,1.0312427418040568,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
52,1.4941134629355608,3.4373999660333006,4.018402974835642,7039.603845594546,0.925085411925746,0.7318938456593191,1.4320326464355577,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
53,0.8010658195156211,2.7434905182373983,-13.2535587173387,7402.191389737342,1.0415549008757359,1.100646930153909,0.6262981349942935,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
54,0.7493192178908031,1.631315999765715,0.28881553344098276,7134.521380622999,1.0157492657338543,1.1074711763895426,0.6281874368350662,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
55,1.3871851293326747,2.8883428048686293,-9.401651711677586,7215.15960528624,0.9879268859902262,1.2861481237428036,1.0288574409276807,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
56,1.4351603807586404,1.9719846211605079,1.5529651099211053,7319.144568050945,1.0782437272061915,1.2743220692731698,1.0572204888247274,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
57,0.9271448185738503,3.76217478291182,-15.160544789456772,7177.954456131732,0.9562198329335692,0.8064527105857792,1.0797440791132646,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
58,0.8701615280890888,3.6945996709076105,18.092426153088606,7190.766214470363,1.0991408166073797,0.9991934494183278,0.8022521684112127,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
59,1.152208801318181,2.88147707262986,-3.9242622213993634,6822.31727211884,0.8859103961561711,0.7394956013747426,1.3361620770731306,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
60,1.2792381109152262,3.115527122665554,-6.146604963459116,7079.5842464737425,0.8863160471771165,1.3486064573707177,1.2535820561037614,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
61,0.6382968934366954,2.568456817110354,4.026245332145528,7116.723559972241,0.9821471245058437,0.9925952786803859,1.2431845405301398,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
62,0.8730495775924334,4.261912473652128,-13.255783643748885,7232.580541070897,0.9922234966597365,0.8678479488037107,0.6948355750146894,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
63,0.6650436994815696,3.0456898846659715,0.08283538758877088,7204.9250677908785,1.0929234291816947,1.2182078474920315,0.7294606723620654,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
64,0.8491900775437743,3.862628329510823,11.599348281443584,7078.141310061313,1.1250334264553954,1.4095824166481807,1.048925076470925,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
65,0.9436890719599969,3.807331851521342,-12.7065830685069,7091.482440006365,0.9321229167316442,0.7500647465766018,1.47656488281522,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
66,1.6272278882086473,3.696668839791022,-1.8947608427821478,7068.219341846536,0.9628004124905575,1.0697541531399428,1.3117297841670224,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
67,1.9299146464180605,1.525398014631214,-9.045707256898881,7061.552614223625,1.1455017603695814,0.99161478760776,0.978345442193504,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
68,0.6053804399255478,1.3019890776543117,-11.136571702212896,7283.244899937418,0.8697243622748897,0.8555456206609446,1.831772812501961,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
69,1.4461565643590337,3.4041579717195427,7.295386445177029,7353.876911664981,1.0090902871535958,1.148636997668975,1.0307588865019157,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
70,1.0145905486971218,2.5585172330329216,4.872980321740848,7515.583946299185,1.0756629092856307,0.9018098402071492,0.8734686457878009,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
71,2.1714695970612317,3.9954858421025743,-11.419784899195317,7048.7267236031375,0.9008868960829243,0.9102988329435966,0.8888195587495226,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
72,0.9049175130146931,3.0174925944677033,-4.246722339939883,7296.036446598096,1.0349292813735784,0.7085636188604968,1.0909514500578603,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
73,0.7181054177555422,2.2887348144331425,-1.0045827913007157,7060.32058317156,0.9203141466520641,1.0512629678341512,0.7830103728493019,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
74,0.7764844394670524,1.6741776608634038,7.239841978558244,7410.932413775949,1.0811879372588606,1.5261300832480515,1.0978274914295407,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
75,1.0321889921150311,2.5651737506009566,0.6614891156156378,7167.134750031923,0.8236975273129151,1.318085568629852,0.7464494013167425,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
76,0.5504602057831961,2.702319564143861,15.396985257897189,7206.603273219828,0.9056167608679879,1.2609276258499158,0.8953542349022264,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
77,0.843090536510798,3.3992983245857644,3.4183468338134078,7159.90474474905,0.8352499702066176,0.700511166733828,1.7574114452376293,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
78,0.38195907039386945,3.170711105566766,-3.218531939926415,7288.636621990287,0.9509894947000239,0.8920632406882093,0.634062823391395,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
79,0.7765935883274114,2.4518147752351647,-10.495913285953812,7105.530236779813,1.0537349159911789,1.1644951186568575,0.9678836325986475,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
80,1.1005380971346346,1.8607290375038188,-1.9316331054925893,7271.189320733687,1.1186796165708672,1.2933607316133635,1.074738807131795,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
81,1.0973046130367192,2.544013306978289,13.538798660995283,7107.439476465758,0.9670961653761034,1.0572546223267243,0.8951094762807917,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
82,0.4959177420321575,2.443606210568184,-4.7341762834751675,7088.474550217702,0.9360127000230016,0.8060900250163426,1.039549191247326,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
83,1.012289016128848,4.124371466477212,8.198251602364866,7129.474311376771,1.0526624561439373,0.9096648467169702,1.3894203187020144,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
84,2.1036445118858667,3.5388987555900697,2.5882720056976156,7114.583065350918,1.098526579735989,1.1290664151875924,1.0516841015114309,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
85,0.7489406371582302,1.9599644248138448,11.34634028830358,7296.448013129395,1.0397068134652674,0.9735647553048513,0.8808832597964875,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
86,1.3569284109193875,1.8291728991712846,-5.912592770402503,7250.592355066263,1.0247390506330172,1.3105370431963306,0.8742320881452207,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
87,1.3034181024838265,2.409197099385723,-12.820574047606346,7142.792931710547,1.0186942952599798,0.8517414686293927,0.7724133467969068,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
88,0.906687970813027,2.271194771063397,8.97266518526018,6949.115430347576,1.1048620875238413,1.1633647566668934,1.0968198937523683,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
89,2.1900153355872645,3.3589587860670944,-10.097730266385344,7326.494868573283,0.9758172866654062,0.9339001855371158,1.2554504175696883,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
90,1.0418801987687845,1.5807045236678874,-20.460954143774984,7265.273837542058,1.0780702153896964,1.1130749823218908,0.9405422029916154,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
91,0.99835783562525,3.7365182459843465,-3.0337729136330687,7261.33542452447,1.2544815846337278,1.1183286025659076,0.863214281834101,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
92,0.9035362276821497,3.0941797473475425,8.165760761944767,7313.325623227968,0.918870077003686,0.6498055286201057,0.9529759252997573,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
93,0.9809377428315808,0.8823851800389946,13.59315844423122,7273.868374817419,0.9239600156564401,1.4745737498545624,0.9226378278396541,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
94,3.3065655258914495,3.5188886692354595,-4.807355928785894,7329.296360297423,1.0795190897664222,1.3754149069758126,1.2350828734431687,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
95,0.5907020825258086,2.775479588272834,2.5960273501314894,7387.964239431674,1.0951917635693298,0.7570007806252794,1.1608952509191652,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
96,0.5617778020841075,3.8808285888739844,-1.0717704174875506,7221.2650298995095,0.92649682673233,1.6967485761685035,1.0267154351784429,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
97,4.596891837560073,1.7021167593540434,-19.78301364053429,7220.666214768793,1.0577639161687111,0.7513883557175461,1.4968740858514702,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
98,1.5400951721643847,2.461753089620543,1.7471901337502758,7091.277650984191,1.220994351119948,0.8316503056924333,0.8856034219702464,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
99,1.11526883317744,2.116962945866127,4.685030691593063,7176.710594676767,1.0496821603308757,1.2632807661459757,0.8156777760041878,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
100,1.9057133254495153,3.4473736688791004,7.235963185908246,7228.374978843377,0.897731536759477,1.0268587125472983,0.7103242649792055,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
101,1.612761234687871,3.513947867933881,-10.41767679777319,7165.713464370523,0.8652192721874007,0.7379576487836207,1.054382031026306,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
102,1.199987691254379,2.5087033985229485,-16.284013876773063,7077.1662036543285,1.194693761515179,0.7854567456397018,0.9087359495077046,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
103,1.4216489054364938,3.227962167149363,-13.640875173875333,7193.605019736662,0.8758861859741282,0.9284798362115323,1.5628845685073653,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
104,0.7199080738181383,2.641952940405948,-11.03146131174478,7195.339386414565,0.9562571864175866,0.9337498360517805,0.7304883638854354,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
105,0.5530908321680154,2.7253965995849567,-5.329754924082943,7122.954468525789,0.8699789807721093,1.017865359095634,1.0198720198311635,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
106,1.456183783044555,3.4531696899087265,-7.711037318636626,7056.290447256216,0.9755936655446169,1.0252843633312534,0.8954680710509785,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
107,0.5046562397418055,4.360586433553698,9.970688212299626,7013.680093916248,0.9830155537844258,1.1158096025395488,0.937463779861157,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
108,2.1461804694083986,3.0488763782236754,-10.356300604605277,7281.652484624607,0.9915059754919343,0.7107651631661398,1.0574752225712063,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
109,1.3067531131965173,3.3370838222048023,12.94349488294246,7079.99243842577,1.0143089029366752,1.3778677748978327,1.1737691213025738,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
110,0.6201443388157873,3.6430161262517,-1.5715464983682514,7203.099074597427,1.0507620652687135,0.8333616199742343,0.9793575865544781,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
111,1.0268765925174421,2.7228044585521407,0.4375442500141238,7334.482997583681,0.9332421034143643,0.9623870881310709,1.377666204488175,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
112,1.0923359109054278,2.196040792551628,9.705897474804758,7125.474225893808,0.9599049904476622,0.8405273576478384,0.5979791335652348,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
113,0.7645343751320137,3.38774317660527,-6.415724729917859,7209.947289612454,0.8762409437283647,1.77610468260173,1.1137726780166726,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
114,0.9134386374156789,3.5683308838849532,-11.08312162708902,7098.234031829999,0.9046882769481064,1.1833768259089033,1.2109199765301057,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
115,1.5350290831936255,2.3270344659606255,-6.018469340561615,7312.060820720642,1.1261096057833169,0.9604690195661577,0.9033063216564144,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
116,0.713283690414687,3.0450941476889413,4.54150942110704,7308.65125854681,1.0181813919011193,0.6133650608140668,1.2772242280192745,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
117,1.3674564795300468,3.9126860503701986,2.1811934644469075,7201.807718474629,1.0058931244285438,0.7544333274373632,0.858520768721245,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
118,0.8093997825736461,2.70286797596783,-9.106902374435505,7358.80150316766,0.9016501862057125,1.093516415095055,1.433653561045114,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
119,1.5095864962359296,3.6955864178701834,5.186223465641957,7354.457555662982,0.9036242573146289,1.0738904928841295,1.377815323906554,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
120,0.9643109021591638,1.7245172382047766,-7.01277364638795,7260.858822745475,0.7561283847719728,1.0428038695952309,0.7471136669773016,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
121,1.352810475803316,3.8992513330036775,1.1849071926767343,7247.356104675476,0.9889849561672232,1.1520484598237448,1.2083694064165638,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
122,0.846293348528293,2.884201838448424,1.9591295808240259,6895.976284777706,0.9175293933172588,0.7057059912514128,0.8482420921232254,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
123,1.5320216837253824,2.5818687808323686,11.95459540842414,7236.545277686713,0.8949673514053258,1.6361771123730509,0.7751483106059172,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
124,0.5785719564279236,4.094778042486814,-11.54278851544345,7280.023935703069,1.08825643884189,0.8656696277089422,1.153153894722607,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
125,0.8373584809342036,2.966747094295034,-1.6218531195320498,7358.365579273954,0.9721118217309128,0.7414780404046443,1.098961354350851,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
126,1.6519151755242967,3.3398199189592206,-2.807870177700927,7208.4384806059925,1.0547265387775968,0.8939821682923287,0.8108031209611051,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
127,1.1823492341918345,4.6681243696165815,10.373794697234473,7148.015577290689,0.8944186669746023,1.3717219125450957,2.203989091862473,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
128,0.6678490053053459,3.14762813015344,-0.7426706544626154,7145.222869664078,1.018913073267242,0.6938537714495244,0.8569007610412657,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
129,1.753385497957625,3.477297974691438,-12.193170780057594,7066.674440726117,0.9119295982020115,0.9543457033509521,1.2695904195991208,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
130,0.6283329567915001,3.8286200653984683,-17.530226036602464,7157.512760339606,0.9950259504169348,1.14834161906806,1.083025841939337,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
131,1.3516609074021293,3.4038118052395157,-4.224146772278262,7370.008419150148,0.9148839295501545,0.6553984212330773,0.8673941278497349,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
132,2.0393979603914523,3.73854388224545,9.53371117538348,7079.2856231386495,1.0656765353879525,0.6925869625803339,0.9675826922048782,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
133,1.2268447737233417,3.9783969547925624,9.572849903167574,7045.453351619396,0.910726538810138,0.8969081950056578,1.1028155171777558,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
134,1.0591423021076838,2.7973555650620954,1.3826607580747852,6931.952252489825,1.0729412107610925,1.0707823600289612,0.7187285699724392,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
135,0.68380816744693,3.0946932893991432,2.1371868953390045,7187.6109348174805,0.8730325044527512,0.9072484429858215,1.1175994024979607,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
136,1.2955370634655703,3.791565354991317,8.01072239407284,7376.3624867073995,1.06852242901105,0.9611991741237929,1.0189336829423614,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
137,1.2474532900802129,3.204077818758729,-8.157560334912125,7178.9376793320025,0.9644593605502717,0.9513611983256822,1.1978367773351006,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
138,0.9821002571864655,3.823614175586486,-1.3957259558957935,7147.830605564896,0.9934686134246736,1.5762612757926175,1.2766756005676514,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
139,1.6157287984186148,3.2746346965892608,-13.275939301433029,7245.07914516299,0.8639870890003342,0.9601428512722134,0.9117326359454564,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
140,0.7093985297041845,2.8804634546519376,-8.818875606365989,7492.372516042189,0.9465971399167242,1.0146950577359437,1.245505655635118,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
141,0.7965888313541613,2.6331452906931014,-16.040421183205275,7222.87471945505,1.0662391821502621,0.6043176452658281,0.9163920202008319,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
142,1.0657013273209497,3.077312752661177,-4.987616377546966,7339.789682109416,0.8491827296143212,0.7234041292980623,0.8298266846223736,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
143,1.241809261609948,2.770535825995607,8.016708948280604,7251.769765742212,1.0071076862729569,0.8833549316587196,1.0704280717456445,8.333333333333334,1000000.0,84.85,3.0,1000.0,0.0,final
