candidate_source_id,x_m,y_m,Q_hat_Bq_s,J,description
CS_00034,-450.0,100.0,0.840994734137414,5145.503933276703,synthetic inverse modeling grid point
CS_00035,-450.0,150.0,0.3597731938916296,5928.068119187096,synthetic inverse modeling grid point
CS_00036,-450.0,200.0,0.12002696278615627,6477.584090701152,synthetic inverse modeling grid point
CS_00037,-450.0,250.0,0.036086585908486506,6700.725867464716,synthetic inverse modeling grid point
CS_00038,-450.0,300.0,0.012148615961075363,6766.5553613046995,synthetic inverse modeling grid point
CS_00039,-450.0,350.0,0.003997649605643687,6789.039587696199,synthetic inverse modeling grid point
CS_00040,-450.0,400.0,0.0009610975195529994,6797.900014422476,synthetic inverse modeling grid point
CS_00041,-450.0,450.0,9.296575567506515e-05,6800.731569743226,synthetic inverse modeling grid point
CS_00042,-450.0,500.0,1.7242371989773835e-05,6801.001319609419,synthetic inverse modeling grid point
CS_00043,-400.0,-500.0,1.1752970625476691e-05,6801.021743216224,synthetic inverse modeling grid point
CS_00044,-400.0,-450.0,9.760021649364396e-05,6800.709172401829,synthetic inverse modeling grid point
CS_00045,-400.0,-400.0,0.0009880794505498487,6797.777940257076,synthetic inverse modeling grid point
CS_00046,-400.0,-350.0,0.004250765048259883,6788.216229873424,synthetic inverse modeling grid point
CS_00047,-400.0,-300.0,0.01260512317162887,6765.0694926722545,synthetic inverse modeling grid point
CS_00048,-400.0,-250.0,0.03908197627445111,6690.853642878454,synthetic inverse modeling grid point
CS_00049,-400.0,-200.0,0.1361082987979957,6424.923889612969,synthetic inverse modeling grid point
CS_00050,-400.0,-150.0,0.39742657598766074,5810.048026730419,synthetic inverse modeling grid point
CS_00051,-400.0,-100.0,0.8679196776164108,5070.304109877178,synthetic inverse modeling grid point
CS_00052,-400.0,-50.0,1.9809487056877417,3835.2778096093534,synthetic inverse modeling grid point
CS_00053,-400.0,0.0,3.8734212858531416,1800.3115051078546,synthetic inverse modeling grid point
CS_00054,-400.0,50.0,1.9809487056877415,3835.2778096093534,synthetic inverse modeling grid point
CS_00055,-400.0,100.0,0.8679196776164108,5070.304109877178,synthetic inverse modeling grid point
CS_00056,-400.0,150.0,0.39742657598766074,5810.048026730419,synthetic inverse modeling grid point
CS_00057,-400.0,200.0,0.13610829879799574,6424.92388961297,synthetic inverse modeling grid point
CS_00058,-400.0,250.0,0.039081976274451126,6690.853642878454,synthetic inverse modeling grid point
CS_00059,-400.0,300.0,0.012605123171628872,6765.0694926722545,synthetic inverse modeling grid point
CS_00060,-400.0,350.0,0.004250765048259883,6788.216229873424,synthetic inverse modeling grid point
CS_00061,-400.0,400.0,0.000988079450549849,6797.777940257076,synthetic inverse modeling grid point
CS_00062,-400.0,450.0,9.760021649364396e-05,6800.709172401829,synthetic inverse modeling grid point
CS_00063,-400.0,500.0,1.1752970625476691e-05,6801.021743216224,synthetic inverse modeling grid point
CS_00064,-350.0,-500.0,7.537471686057692e-06,6801.0378214008415,synthetic inverse modeling grid point
CS_00065,-350.0,-450.0,0.00011239799022775331,6800.647951720025,synthetic inverse modeling grid point
CS_00066,-350.0,-400.0,0.001019349731216082,6797.639067918226,synthetic inverse modeling grid point
CS_00067,-350.0,-350.0,0.0045035130677965746,6787.394856369689,synthetic inverse modeling grid point
CS_00068,-350.0,-300.0,0.01305332178673274,6763.623804948069,synthetic inverse modeling grid point
CS_00069,-350.0,-250.0,0.042667152543994905,6679.002249456747,synthetic inverse modeling grid point
CS_00070,-350.0,-200.0,0.15521359391150608,6360.335390597156,synthetic inverse modeling grid point
CS_00071,-350.0,-150.0,0.43224881801426746,5690.317109579157,synthetic inverse modeling grid point
CS_00072,-350.0,-100.0,0.8788337605942903,5023.16809584337,synthetic inverse modeling grid point
CS_00073,-350.0,-50.0,2.015242610911488,3837.6535890791997,synthetic inverse modeling grid point
CS_00074,-350.0,0.0,4.1713436718754,1620.7709156640985,synthetic inverse modeling grid point
CS_00075,-350.0,50.0,2.015242610911488,3837.6535890792,synthetic inverse modeling grid point
CS_00076,-350.0,100.0,0.8788337605942903,5023.16809584337,synthetic inverse modeling grid point
CS_00077,-350.0,150.0,0.4322488180142675,5690.317109579156,synthetic inverse modeling grid point
CS_00078,-350.0,200.0,0.1552135939115061,6360.335390597156,synthetic inverse modeling grid point
CS_00079,-350.0,250.0,0.042667152543994905,6679.0022494567465,synthetic inverse modeling grid point
CS_00080,-350.0,300.0,0.013053321786732741,6763.62380494807,synthetic inverse modeling grid point
CS_00081,-350.0,350.0,0.004503513067796575,6787.394856369689,synthetic inverse modeling grid point
CS_00082,-350.0,400.0,0.001019349731216082,6797.639067918226,synthetic inverse modeling grid point
CS_00083,-350.0,450.0,0.00011239799022775328,6800.647951720024,synthetic inverse modeling grid point
CS_00084,-350.0,500.0,7.537471686057692e-06,6801.037821400842,synthetic inverse modeling grid point
CS_00085,-300.0,-500.0,4.460892290861496e-06,6801.049858477618,synthetic inverse modeling grid point
CS_00086,-300.0,-450.0,0.00014291693631998686,6800.524770931089,synthetic inverse modeling grid point
CS_00087,-300.0,-400.0,0.0010683864558319856,6797.4370084210295,synthetic inverse modeling grid point
CS_00088,-300.0,-350.0,0.0047307439397866555,6786.654238721777,synthetic inverse modeling grid point
CS_00089,-300.0,-300.0,0.013520868963109554,6762.147060146217,synthetic inverse modeling grid point
CS_00090,-300.0,-250.0,0.04700729414726768,6664.610751363125,synthetic inverse modeling grid point
CS_00091,-300.0,-200.0,0.17760801946670066,6281.747109250587,synthetic inverse modeling grid point
CS_00092,-300.0,-150.0,0.4604453095287112,5578.014357789205,synthetic inverse modeling grid point
CS_00093,-300.0,-100.0,0.8740447768146805,5004.601629221308,synthetic inverse modeling grid point
CS_00094,-300.0,-50.0,2.0440191311754927,3855.8833597681964,synthetic inverse modeling grid point
CS_00095,-300.0,0.0,4.526574030341111,1421.7580441805944,synthetic inverse modeling grid point
CS_00096,-300.0,50.0,2.0440191311754927,3855.8833597681964,synthetic inverse modeling grid point
CS_00097,-300.0,100.0,0.8740447768146805,5004.601629221308,synthetic inverse modeling grid point
CS_00098,-300.0,150.0,0.46044530952871127,5578.014357789205,synthetic inverse modeling grid point
CS_00099,-300.0,200.0,0.17760801946670066,6281.747109250587,synthetic inverse modeling grid point
CS_00100,-300.0,250.0,0.04700729414726767,6664.610751363125,synthetic inverse modeling grid point
CS_00101,-300.0,300.0,0.013520868963109554,6762.147060146217,synthetic inverse modeling grid point
CS_00102,-300.0,350.0,0.004730743939786654,6786.654238721778,synthetic inverse modeling grid point
CS_00103,-300.0,400.0,0.0010683864558319854,6797.4370084210295,synthetic inverse modeling grid point
CS_00104,-300.0,450.0,0.0001429169363199869,6800.524770931089,synthetic inverse modeling grid point
CS_00105,-300.0,500.0,4.460892290861496e-06,6801.049858477618,synthetic inverse modeling grid point
CS_00106,-250.0,-500.0,2.364898949731227e-06,6801.05827620099,synthetic inverse modeling grid point
CS_00107,-250.0,-450.0,0.00018020210869581073,6800.370947769353,synthetic inverse modeling grid point
CS_00108,-250.0,-400.0,0.0011443251315086031,6797.138340849277,synthetic inverse modeling grid point
CS_00109,-250.0,-350.0,0.004906875779565531,6786.0754685622915,synthetic inverse modeling grid point
CS_00110,-250.0,-300.0,0.014042428715658428,6760.547662094024,synthetic inverse modeling grid point
CS_00111,-250.0,-250.0,0.05231068165529716,6646.962789222054,synthetic inverse modeling grid point
CS_00112,-250.0,-200.0,0.20323602618214384,6187.687693339044,synthetic inverse modeling grid point
CS_00113,-250.0,-150.0,0.478314558630142,5483.372252338549,synthetic inverse modeling grid point
CS_00114,-250.0,-100.0,0.8556233470012465,5011.790293349928,synthetic inverse modeling grid point
CS_00115,-250.0,-50.0,2.073864428735155,3881.3150493406943,synthetic inverse modeling grid point
CS_00116,-250.0,0.0,4.957942159384114,1194.6755252001167,synthetic inverse modeling grid point
CS_00117,-250.0,50.0,2.073864428735155,3881.3150493406943,synthetic inverse modeling grid point
CS_00118,-250.0,100.0,0.8556233470012465,5011.790293349928,synthetic inverse modeling grid point
CS_00119,-250.0,150.0,0.47831455863014183,5483.372252338549,synthetic inverse modeling grid point
CS_00120,-250.0,200.0,0.20323602618214381,6187.687693339045,synthetic inverse modeling grid point
CS_00121,-250.0,250.0,0.05231068165529716,6646.962789222054,synthetic inverse modeling grid point
CS_00122,-250.0,300.0,0.014042428715658431,6760.547662094024,synthetic inverse modeling grid point
CS_00123,-250.0,350.0,0.004906875779565532,6786.0754685622915,synthetic inverse modeling grid point
CS_00124,-250.0,400.0,0.0011443251315086033,6797.138340849277,synthetic inverse modeling grid point
CS_00125,-250.0,450.0,0.00018020210869581073,6800.370947769352,synthetic inverse modeling grid point
CS_00126,-250.0,500.0,2.364898949731227e-06,6801.058276200991,synthetic inverse modeling grid point
CS_00127,-200.0,-500.0,1.0691017952962804e-06,6801.063621562394,synthetic inverse modeling grid point
CS_00128,-200.0,-450.0,0.00018546758460327348,6800.337487787868,synthetic inverse modeling grid point
CS_00129,-200.0,-400.0,0.001255198381370276,6796.712042218051,synthetic inverse modeling grid point
CS_00130,-200.0,-350.0,0.005016908135971318,6785.707689722049,synthetic inverse modeling grid point
CS_00131,-200.0,-300.0,0.014655541660550135,6758.726182764811,synthetic inverse modeling grid point
CS_00132,-200.0,-250.0,0.05884455772121346,6625.130903700352,synthetic inverse modeling grid point
CS_00133,-200.0,-200.0,0.2314300181673913,6078.278716288748,synthetic inverse modeling grid point
CS_00134,-200.0,-150.0,0.4833333837229844,5415.045797158868,synthetic inverse modeling grid point
CS_00135,-200.0,-100.0,0.826692892883663,5039.797980170013,synthetic inverse modeling grid point
CS_00136,-200.0,-50.0,2.112408849918817,3904.9766734488326,synthetic inverse modeling grid point
CS_00137,-200.0,0.0,5.484523407331586,934.7074702399459,synthetic inverse modeling grid point
CS_00138,-200.0,50.0,2.112408849918817,3904.976673448832,synthetic inverse modeling grid point
CS_00139,-200.0,100.0,0.826692892883663,5039.797980170012,synthetic inverse modeling grid point
CS_00140,-200.0,150.0,0.4833333837229844,5415.045797158868,synthetic inverse modeling grid point
CS_00141,-200.0,200.0,0.23143001816739125,6078.278716288747,synthetic inverse modeling grid point
CS_00142,-200.0,250.0,0.05884455772121346,6625.130903700352,synthetic inverse modeling grid point
CS_00143,-200.0,300.0,0.014655541660550135,6758.726182764811,synthetic inverse modeling grid point
CS_00144,-200.0,350.0,0.005016908135971318,6785.707689722049,synthetic inverse modeling grid point
CS_00145,-200.0,400.0,0.001255198381370276,6796.712042218051,synthetic inverse modeling grid point
CS_00146,-200.0,450.0,0.0001854675846032735,6800.337487787869,synthetic inverse modeling grid point
CS_00147,-200.0,500.0,1.0691017952962804e-06,6801.063621562393,synthetic inverse modeling grid point
CS_00148,-150.0,-500.0,3.7647074213606274e-07,6801.066558142008,synthetic inverse modeling grid point
CS_00149,-150.0,-450.0,0.0001692999933358882,6800.388556535296,synthetic inverse modeling grid point
CS_00150,-150.0,-400.0,0.0014078939410949844,6796.129737151545,synthetic inverse modeling grid point
CS_00151,-150.0,-350.0,0.005065110947298401,6785.540631270546,synthetic inverse modeling grid point
CS_00152,-150.0,-300.0,0.015399111059636364,6756.580824782061,synthetic inverse modeling grid point
CS_00153,-150.0,-250.0,0.06695427662480814,6597.907839149979,synthetic inverse modeling grid point
CS_00154,-150.0,-200.0,0.26057378537089304,5956.622060957636,synthetic inverse modeling grid point
CS_00155,-150.0,-150.0,0.4749686825078342,5377.569640260141,synthetic inverse modeling grid point
CS_00156,-150.0,-100.0,0.7906410200854902,5083.006619714705,synthetic inverse modeling grid point
CS_00157,-150.0,-50.0,2.1686382370535013,3917.7212686922876,synthetic inverse modeling grid point
CS_00158,-150.0,0.0,6.119425463926154,646.1115568793034,synthetic inverse modeling grid point
CS_00159,-150.0,50.0,2.168638237053501,3917.7212686922867,synthetic inverse modeling grid point
CS_00160,-150.0,100.0,0.7906410200854902,5083.006619714705,synthetic inverse modeling grid point
CS_00161,-150.0,150.0,0.4749686825078342,5377.569640260141,synthetic inverse modeling grid point
CS_00162,-150.0,200.0,0.26057378537089315,5956.622060957636,synthetic inverse modeling grid point
CS_00163,-150.0,250.0,0.06695427662480814,6597.907839149979,synthetic inverse modeling grid point
CS_00164,-150.0,300.0,0.015399111059636365,6756.5808247820605,synthetic inverse modeling grid point
CS_00165,-150.0,350.0,0.0050651109472984,6785.540631270546,synthetic inverse modeling grid point
CS_00166,-150.0,400.0,0.0014078939410949842,6796.129737151543,synthetic inverse modeling grid point
CS_00167,-150.0,450.0,0.0001692999933358882,6800.388556535296,synthetic inverse modeling grid point
CS_00168,-150.0,500.0,3.764707421360629e-07,6801.066558142008,synthetic inverse modeling grid point
CS_00169,-100.0,-500.0,8.492458509611016e-08,6801.06782914092,synthetic inverse modeling grid point
CS_00170,-100.0,-450.0,0.0001548711113565819,6800.434246215673,synthetic inverse modeling grid point
CS_00171,-100.0,-400.0,0.0016011123089166596,6795.390773713047,synthetic inverse modeling grid point
CS_00172,-100.0,-350.0,0.005073565286528911,6785.50854503236,synthetic inverse modeling grid point
CS_00173,-100.0,-300.0,0.016315827569779784,6754.001810734937,synthetic inverse modeling grid point
CS_00174,-100.0,-250.0,0.0770825523607994,6563.733982303391,synthetic inverse modeling grid point
CS_00175,-100.0,-200.0,0.2879115732368128,5830.085423232978,synthetic inverse modeling grid point
CS_00176,-100.0,-150.0,0.45472487062573835,5370.390811431275,synthetic inverse modeling grid point
CS_00177,-100.0,-100.0,0.7505424834353285,5136.2369979669165,synthetic inverse modeling grid point
CS_00178,-100.0,-50.0,2.253762680944495,3909.9183981433903,synthetic inverse modeling grid point
CS_00179,-100.0,0.0,6.855187217875034,351.7597699012086,synthetic inverse modeling grid point
CS_00180,-100.0,50.0,2.253762680944495,3909.9183981433903,synthetic inverse modeling grid point
CS_00181,-100.0,100.0,0.7505424834353285,5136.2369979669165,synthetic inverse modeling grid point
CS_00182,-100.0,150.0,0.45472487062573835,5370.390811431274,synthetic inverse modeling grid point
CS_00183,-100.0,200.0,0.28791157323681277,5830.085423232978,synthetic inverse modeling grid point
CS_00184,-100.0,250.0,0.0770825523607994,6563.733982303391,synthetic inverse modeling grid point
CS_00185,-100.0,300.0,0.016315827569779787,6754.001810734938,synthetic inverse modeling grid point
CS_00186,-100.0,350.0,0.00507356528652891,6785.50854503236,synthetic inverse modeling grid point
CS_00187,-100.0,400.0,0.00160111230891666,6795.390773713048,synthetic inverse modeling grid point
CS_00188,-100.0,450.0,0.0001548711113565819,6800.434246215672,synthetic inverse modeling grid point
CS_00189,-100.0,500.0,8.492458509611019e-08,6801.06782914092,synthetic inverse modeling grid point
CS_00190,-50.0,-500.0,7.126093721029939e-09,6801.068177850224,synthetic inverse modeling grid point
CS_00191,-50.0,-450.0,0.00014439577478978237,6800.465030499561,synthetic inverse modeling grid point
CS_00192,-50.0,-400.0,0.0018107539830320713,6794.576101056751,synthetic inverse modeling grid point
CS_00193,-50.0,-350.0,0.0050709243810771005,6785.524847980125,synthetic inverse modeling grid point
CS_00194,-50.0,-300.0,0.017458070284657005,6750.856213063758,synthetic inverse modeling grid point
CS_00195,-50.0,-250.0,0.08978090227888556,6520.645397043108,synthetic inverse modeling grid point
CS_00196,-50.0,-200.0,0.3098266044028397,5710.354464222366,synthetic inverse modeling grid point
CS_00197,-50.0,-150.0,0.4254374498024785,5388.9152540335435,synthetic inverse modeling grid point
CS_00198,-50.0,-100.0,0.7088946781782705,5195.320431433443,synthetic inverse modeling grid point
CS_00199,-50.0,-50.0,2.382862995540736,3870.7052374940067,synthetic inverse modeling grid point
CS_00200,-50.0,0.0,7.637172059048757,105.9680563230999,synthetic inverse modeling grid point
CS_00201,-50.0,50.0,2.382862995540736,3870.7052374940067,synthetic inverse modeling grid point
CS_00202,-50.0,100.0,0.7088946781782707,5195.320431433443,synthetic inverse modeling grid point
CS_00203,-50.0,150.0,0.4254374498024786,5388.9152540335435,synthetic inverse modeling grid point
CS_00204,-50.0,200.0,0.30982660440283966,5710.354464222365,synthetic inverse modeling grid point
CS_00205,-50.0,250.0,0.08978090227888552,6520.645397043108,synthetic inverse modeling grid point
CS_00206,-50.0,300.0,0.017458070284657005,6750.856213063758,synthetic inverse modeling grid point
CS_00207,-50.0,350.0,0.005070924381077102,6785.524847980125,synthetic inverse modeling grid point
CS_00208,-50.0,400.0,0.0018107539830320711,6794.576101056751,synthetic inverse modeling grid point
CS_00209,-50.0,450.0,0.00014439577478978237,6800.46503049956,synthetic inverse modeling grid point
CS_00210,-50.0,500.0,7.126093721029941e-09,6801.068177850224,synthetic inverse modeling grid point
CS_00211,0.0,-500.0,3.216680295601789e-05,6800.916473834202,synthetic inverse modeling grid point
CS_00212,0.0,-450.0,0.00013900954066810306,6800.475169346404,synthetic inverse modeling grid point
CS_00213,0.0,-400.0,0.001980411602349189,6793.887337937214,synthetic inverse modeling grid point
CS_00214,0.0,-350.0,0.005080727475559758,6785.518579611147,synthetic inverse modeling grid point
CS_00215,0.0,-300.0,0.018896031050807675,6746.967596841553,synthetic inverse modeling grid point
CS_00216,0.0,-250.0,0.10569402132384277,6466.303538136803,synthetic inverse modeling grid point
CS_00217,0.0,-200.0,0.3228038308491434,5611.068649629158,synthetic inverse modeling grid point
CS_00218,0.0,-150.0,0.3902921847538557,5426.693767480225,synthetic inverse modeling grid point
CS_00219,0.0,-100.0,0.6676169165118234,5257.1804478985305,synthetic inverse modeling grid point
CS_00220,0.0,-50.0,2.5777090717030173,3786.8115141194794,synthetic inverse modeling grid point
CS_00221,0.0,0.0,8.333333333333334,2.315096919093331e-29,synthetic inverse modeling grid point
CS_00222,0.0,50.0,2.577709071703017,3786.81151411948,synthetic inverse modeling grid point
CS_00223,0.0,100.0,0.6676169165118232,5257.1804478985305,synthetic inverse modeling grid point
CS_00224,0.0,150.0,0.3902921847538556,5426.693767480225,synthetic inverse modeling grid point
CS_00225,0.0,200.0,0.3228038308491433,5611.068649629157,synthetic inverse modeling grid point
CS_00226,0.0,250.0,0.10569402132384274,6466.303538136803,synthetic inverse modeling grid point
CS_00227,0.0,300.0,0.018896031050807675,6746.967596841552,synthetic inverse modeling grid point
CS_00228,0.0,350.0,0.0050807274755597575,6785.518579611147,synthetic inverse modeling grid point
CS_00229,0.0,400.0,0.0019804116023491884,6793.887337937214,synthetic inverse modeling grid point
CS_00230,0.0,450.0,0.00013900954066810306,6800.475169346404,synthetic inverse modeling grid point
CS_00231,0.0,500.0,3.216680295601788e-05,6800.9164738342015,synthetic inverse modeling grid point
CS_00232,50.0,-500.0,2.2884607886844384e-05,6800.957432976978,synthetic inverse modeling grid point
CS_00233,50.0,-450.0,0.00014113368628125553,6800.452778360895,synthetic inverse modeling grid point
CS_00234,50.0,-400.0,0.002052640777618861,6793.5391631413895,synthetic inverse modeling grid point
CS_00235,50.0,-350.0,0.005117647046652455,6785.446371475259,synthetic inverse modeling grid point
CS_00236,50.0,-300.0,0.02072790921309821,6742.092385162758,synthetic inverse modeling grid point
CS_00237,50.0,-250.0,0.1254750009026614,6398.241655656498,synthetic inverse modeling grid point
CS_00238,50.0,-200.0,0.32476165339247054,5543.357095408099,synthetic inverse modeling grid point
CS_00239,50.0,-150.0,0.35207079123213647,5477.476864560891,synthetic inverse modeling grid point
CS_00240,50.0,-100.0,0.6282126407017633,5319.607480173576,synthetic inverse modeling grid point
CS_00241,50.0,-50.0,2.8713041332824667,3641.1311399447286,synthetic inverse modeling grid point
CS_00242,50.0,0.0,8.73882459158775,136.01599367547564,synthetic inverse modeling grid point
CS_00243,50.0,50.0,2.871304133282467,3641.131139944728,synthetic inverse modeling grid point
CS_00244,50.0,100.0,0.6282126407017632,5319.607480173577,synthetic inverse modeling grid point
CS_00245,50.0,150.0,0.35207079123213647,5477.476864560892,synthetic inverse modeling grid point
CS_00246,50.0,200.0,0.32476165339247054,5543.357095408099,synthetic inverse modeling grid point
CS_00247,50.0,250.0,0.12547500090266137,6398.241655656498,synthetic inverse modeling grid point
CS_00248,50.0,300.0,0.020727909213098215,6742.092385162758,synthetic inverse modeling grid point
CS_00249,50.0,350.0,0.005117647046652453,6785.446371475259,synthetic inverse modeling grid point
CS_00250,50.0,400.0,0.0020526407776188613,6793.5391631413895,synthetic inverse modeling grid point
CS_00251,50.0,450.0,0.0001411336862812555,6800.452778360895,synthetic inverse modeling grid point
CS_00252,50.0,500.0,2.2884607886844387e-05,6800.957432976978,synthetic inverse modeling grid point
CS_00253,100.0,-500.0,1.553299414030054e-05,6800.990970769416,synthetic inverse modeling grid point
CS_00254,100.0,-450.0,0.00015649857575463175,6800.3700766985385,synthetic inverse modeling grid point
CS_00255,100.0,-400.0,0.002028842086883819,6793.538186487916,synthetic inverse modeling grid point
CS_00256,100.0,-350.0,0.005191367432609147,6785.280598373049,synthetic inverse modeling grid point
CS_00257,100.0,-300.0,0.023094029345494625,6735.890181301229,synthetic inverse modeling grid point
CS_00258,100.0,-250.0,0.14955549352706105,6314.574139106955,synthetic inverse modeling grid point
CS_00259,100.0,-200.0,0.31588848549846815,5511.88920739588,synthetic inverse modeling grid point
CS_00260,100.0,-150.0,0.31281823716233254,5536.423411328942,synthetic inverse modeling grid point
CS_00261,100.0,-100.0,0.5920154477660763,5380.895734583124,synthetic inverse modeling grid point
CS_00262,100.0,-50.0,3.3141829895154284,3412.14176728293,synthetic inverse modeling grid point
CS_00263,100.0,0.0,8.660143449178888,562.1017716404023,synthetic inverse modeling grid point
CS_00264,100.0,50.0,3.3141829895154284,3412.1417672829293,synthetic inverse modeling grid point
CS_00265,100.0,100.0,0.5920154477660764,5380.895734583124,synthetic inverse modeling grid point
CS_00266,100.0,150.0,0.31281823716233254,5536.423411328942,synthetic inverse modeling grid point
CS_00267,100.0,200.0,0.3158884854984681,5511.88920739588,synthetic inverse modeling grid point
CS_00268,100.0,250.0,0.14955549352706102,6314.574139106955,synthetic inverse modeling grid point
CS_00269,100.0,300.0,0.023094029345494625,6735.890181301229,synthetic inverse modeling grid point
CS_00270,100.0,350.0,0.005191367432609149,6785.280598373049,synthetic inverse modeling grid point
CS_00271,100.0,400.0,0.002028842086883819,6793.538186487916,synthetic inverse modeling grid point
CS_00272,100.0,450.0,0.00015649857575463175,6800.3700766985385,synthetic inverse modeling grid point
CS_00273,100.0,500.0,1.5532994140300544e-05,6800.990970769415,synthetic inverse modeling grid point
CS_00274,150.0,-500.0,9.92963056815507e-06,6801.017430955755,synthetic inverse modeling grid point
CS_00275,150.0,-450.0,0.0002006022610706667,6800.151953693442,synthetic inverse modeling grid point
CS_00276,150.0,-400.0,0.0019613798979660015,6793.700357689566,synthetic inverse modeling grid point
CS_00277,150.0,-350.0,0.00531198084099373,6784.992613959387,synthetic inverse modeling grid point
CS_00278,150.0,-300.0,0.026198438388922732,6727.882276131599,synthetic inverse modeling grid point
CS_00279,150.0,-250.0,0.17767947591038047,6215.472473283967,synthetic inverse modeling grid point
CS_00280,150.0,-200.0,0.29834811985956355,5514.291259112299,synthetic inverse modeling grid point
CS_00281,150.0,-150.0,0.273850049332852,5600.45519561776,synthetic inverse modeling grid point
CS_00282,150.0,-100.0,0.5604994409681642,5439.416833448272,synthetic inverse modeling grid point
CS_00283,150.0,-50.0,3.978074516245227,3078.9801485611597,synthetic inverse modeling grid point
CS_00284,150.0,0.0,8.023814047324626,1232.9953095381943,synthetic inverse modeling grid point
CS_00285,150.0,50.0,3.978074516245227,3078.9801485611597,synthetic inverse modeling grid point
CS_00286,150.0,100.0,0.5604994409681641,5439.416833448272,synthetic inverse modeling grid point
CS_00287,150.0,150.0,0.27385004933285206,5600.45519561776,synthetic inverse modeling grid point
CS_00288,150.0,200.0,0.29834811985956355,5514.291259112299,synthetic inverse modeling grid point
CS_00289,150.0,250.0,0.17767947591038047,6215.472473283966,synthetic inverse modeling grid point
CS_00290,150.0,300.0,0.026198438388922732,6727.882276131599,synthetic inverse modeling grid point
CS_00291,150.0,350.0,0.00531198084099373,6784.992613959386,synthetic inverse modeling grid point
CS_00292,150.0,400.0,0.0019613798979660015,6793.700357689566,synthetic inverse modeling grid point
CS_00293,150.0,450.0,0.00020060226107066666,6800.151953693443,synthetic inverse modeling grid point
CS_00294,150.0,500.0,9.929630568155069e-06,6801.017430955755,synthetic inverse modeling grid point
CS_00295,200.0,-500.0,5.866441843750233e-06,6801.037318704886,synthetic inverse modeling grid point
CS_00296,200.0,-450.0,0.0003205102088665423,6799.56799422493,synthetic inverse modeling grid point
CS_00297,200.0,-400.0,0.0018904252905673068,6793.879457370944,synthetic inverse modeling grid point
CS_00298,200.0,-350.0,0.005493395555671354,6784.542053789966,synthetic inverse modeling grid point
